0,-2.4127,0,0
0,-2.413,0,0
0,-2.4133,0,0
0,-2.4135,0,0
0,-2.4138,0,0
0,-2.4141,0,0
0,-2.4143,0,0
0,-2.4146,0,0
0,-2.4149,0,0
0,-2.4152,0,0
9.10E-16,-2.4154,0,0
0,-2.4157,0,0
0,-2.416,0,0
0,-2.4162,0,0
0,-2.4165,0,0
0,-2.4168,0,0
0,-2.4171,0,0
0,-2.4173,0,0
0,-2.4176,0,0
0,-2.4179,0,0
0,-2.4181,0,0
0,-2.4184,0,0
0,-2.4187,0,0
0,-2.419,0,0
0,-2.4192,0,0
0,-2.4195,0,0
0,-2.4198,0,0
0,-2.42,0,0
0,-2.4203,0,0
0,-2.4206,0,0
0,-2.4209,0,0
0,-2.4211,0,0
0,-2.4214,0,0
0,-2.4217,0,0
0,-2.422,0,0
0,-2.4222,0,0
0,-2.4225,0,0
0,-2.4228,0,0
0,-2.423,0,0
0,-2.4233,0,0
0,-2.4236,0,0
0,-2.4239,0,0
0,-2.4241,0,0
0,-2.4244,0,0
0,-2.4247,0,0
0,-2.425,0,0
0,-2.4252,0,0
0,-2.4255,0,0
0,-2.4258,0,0
0,-2.4261,0,0
9.17E-16,-2.4263,0,0
9.17E-16,-2.4266,0,0
0,-2.4269,0,0
0,-2.4272,0,0
0,-2.4274,0,0
0,-2.4277,0,0
0,-2.428,0,0
0,-2.4282,0,0
0,-2.4285,0,0
0,-2.4288,0,0
0,-2.4291,0,0
0,-2.4293,0,0
0,-2.4296,0,0
0,-2.4299,0,0
0,-2.4302,0,0
0,-2.4304,0,0
0,-2.4307,0,0
0,-2.431,0,0
0,-2.4313,0,0
0,-2.4315,0,0
0,-2.4318,0,0
0,-2.4321,0,0
0,-2.4324,0,0
0,-2.4326,0,0
0,-2.4329,0,0
0,-2.4332,0,0
0,-2.4335,0,0
0,-2.4337,0,0
0,-2.434,0,0
0,-2.4343,0,0
0,-2.4346,0,0
0,-2.4348,0,0
0,-2.4351,0,0
0,-2.4354,0,0
0,-2.4357,0,0
0,-2.436,0,0
0,-2.4362,0,0
0,-2.4365,0,0
0,-2.4368,0,0
0,-2.4371,0,0
9.24E-16,-2.4373,0,0
9.24E-16,-2.4376,0,0
0,-2.4379,0,0
0,-2.4382,0,0
0,-2.4384,0,0
0,-2.4387,0,0
0,-2.439,0,0
0,-2.4393,0,0
0,-2.4395,0,0
0,-2.4398,0,0
0,-2.4401,0,0
0,-2.4404,0,0
0,-2.4407,0,0
0,-2.4409,0,0
0,-2.4412,0,0
0,-2.4415,0,0
0,-2.4418,0,0
0,-2.442,0,0
0,-2.4423,0,0
0,-2.4426,0,0
0,-2.4429,0,0
0,-2.4432,0,0
0,-2.4434,0,0
0,-2.4437,0,0
0,-2.444,0,0
0,-2.4443,0,0
0,-2.4445,0,0
0,-2.4448,0,0
0,-2.4451,0,0
0,-2.4454,0,0
0,-2.4457,0,0
0,-2.4459,0,0
0,-2.4462,0,0
0,-2.4465,0,0
0,-2.4468,0,0
0,-2.447,0,0
0,-2.4473,0,0
0,-2.4476,0,0
0,-2.4479,0,0
0,-2.4482,0,0
9.30E-16,-2.4484,0,0
9.31E-16,-2.4487,0,0
9.31E-16,-2.449,0,0
0,-2.4493,0,0
0,-2.4496,0,0
0,-2.4498,0,0
0,-2.4501,0,0
0,-2.4504,0,0
0,-2.4507,0,0
0,-2.4509,0,0
0,-2.4512,0,0
0,-2.4515,0,0
